"inventory_id","product_id","warehouse_location","quantity_available","quantity_reserved","reorder_point","reorder_quantity","last_restocked_at","created_at","updated_at"
"0314a4ee-9f02-466b-8c83-fb32e21ba5b7","462c872b-bd8c-45de-85ff-ee097c6fc349","Warehouse-East","239","2","18","152","2026-01-30 19:51:27","2025-10-23 05:31:48","2025-10-23 05:31:48"
"03230a10-b00f-4ee0-aeff-9a5ece92fd6b","8cb9a583-c459-46d4-bad9-fb8a5f71f1f2","Warehouse-West","904","5","16","170","2026-01-30 19:51:49","2025-10-11 18:09:51","2025-10-11 18:09:51"
"0340dd33-5058-40ef-a8b5-a0ffe4865c5e","0163a1eb-b734-4d9c-8649-18a19e2e5f9f","Warehouse-East","911","44","27","80","2026-01-30 19:51:16","2025-05-16 03:54:25","2025-05-16 03:54:25"
"03489614-781a-4279-a6cc-8309ba4c56e8","3715287a-2c52-4443-95b9-dbed7a11ca76","Warehouse-West","337","17","18","198","2026-01-30 19:49:32","2025-10-31 23:19:32","2025-10-31 23:19:32"
"035cd212-01be-4ead-b703-1778b0d9f358","b198b147-9921-4c40-a970-81d1f1f60fac","Warehouse-East","573","16","45","141","2026-01-30 19:51:08","2025-04-29 10:07:08","2025-04-29 10:07:08"
"03700050-c03d-432d-8cd0-f3fe97deb4de","0c4fb194-217b-451a-b2e1-7850b6a4c6f1","Warehouse-Central","821","42","36","115","2026-01-30 19:50:24","2025-10-31 17:58:17","2025-10-31 17:58:17"
"03ab72f3-4443-4e37-9f8b-09ea246dbc8e","f6200528-2a30-4933-ab79-317d81776265","Warehouse-East","832","21","34","162","2026-01-30 19:49:24","2025-06-21 03:40:51","2025-06-21 03:40:51"
"03b6c383-124d-4002-8162-d261135ed92d","c2631784-b9c7-40f7-8682-4173cc170f66","Warehouse-Central","535","7","45","162","2026-01-30 19:50:57","2025-02-07 07:43:43","2025-02-07 07:43:43"
"03be1dbe-7868-4ea2-a21b-d87a09fdb841","b4bcf202-5769-40a4-bd93-116ed28c9228","Warehouse-West","149","49","20","137","2026-01-30 19:53:28","2026-01-12 16:11:48","2026-01-12 16:11:48"
"03d02bf6-d47e-4b39-8e51-1584326ada83","f54ef8a3-c7c7-4dcd-9a51-2a0b18b4c377","Warehouse-West","164","3","46","173","2026-01-30 19:52:00","2025-09-30 06:31:47","2025-09-30 06:31:47"
"03e0165e-c615-4239-b086-48967bcd7e83","5054db0c-4613-47a6-a90b-48ac332baedb","Warehouse-Central","495","29","17","96","2026-01-30 19:52:18","2025-03-30 23:02:27","2025-03-30 23:02:27"
"03e45778-4fac-4b6d-9c14-f09999c481ad","db93d849-debf-4f1a-bccd-20e587bafd98","Warehouse-East","502","48","42","110","2026-01-30 19:49:28","2025-01-31 13:27:05","2025-01-31 13:27:05"
"0401fdeb-912f-4f1b-942a-cb891e8fc47f","4b701206-cc95-43f0-9fba-2c2b42625eae","Warehouse-Central","255","27","25","124","2026-01-30 19:53:15","2025-12-08 20:05:18","2025-12-08 20:05:18"
"0411a551-b38b-49dc-b43b-24b0715ab657","260a6639-7616-45a7-aba6-76a93167dfbe","Warehouse-Central","914","36","43","75","2026-01-30 19:53:05","2025-11-24 13:44:52","2025-11-24 13:44:52"
"041beb44-1db6-4443-8d5b-8bf32d52c233","f1eef27c-455d-4e86-884e-af5fcbe11303","Warehouse-East","420","16","27","53","2026-01-30 19:48:09","2025-06-05 11:52:38","2025-06-05 11:52:38"
"04203824-8444-4b08-9e29-3795db65a064","5fd83336-97f0-41a3-aa31-cf0d3e14c81c","Warehouse-West","416","19","41","114","2026-01-30 19:52:47","2025-08-14 19:00:42","2025-08-14 19:00:42"
"042400c0-983c-4f13-be1b-ef3caa4f100a","6b43f03b-a812-4c17-81a9-f93fd7077728","Warehouse-East","429","3","30","66","2026-01-30 19:52:54","2025-02-07 04:26:43","2025-02-07 04:26:43"
"0438599a-4144-4fab-ac90-10afd11fa9be","9dd1d02a-f226-4bff-bd1c-000885bf4003","Warehouse-East","287","49","42","189","2026-01-30 19:52:08","2025-06-17 06:01:47","2025-06-17 06:01:47"
"04475cb1-124a-4518-8bc5-0f935d442d0a","af4dee59-0d7d-4a22-8441-28aafae49d6e","Warehouse-Central","733","1","29","150","2026-01-30 19:53:33","2025-06-24 22:12:24","2025-06-24 22:12:24"
"0448c7fe-680f-45d5-b50a-1d02b713c954","fa22e42d-34e0-482b-a5bc-11b677e96d60","Warehouse-East","367","17","40","84","2026-01-30 19:53:24","2025-10-17 16:19:11","2025-10-17 16:19:11"
"0456bcb4-858d-4260-a42f-8282d057c1d7","f9b4345a-2265-4b65-9885-5613e9f89cef","Warehouse-West","286","48","42","157","2026-01-30 19:50:15","2025-05-19 02:21:33","2025-05-19 02:21:33"
"045b2fc6-80fe-4d71-9214-9186b8b39922","df6e8016-faf4-41ac-9cf7-7231bf64ebbf","Warehouse-Central","356","2","21","166","2026-01-30 19:49:53","2025-08-12 22:22:12","2025-08-12 22:22:12"
"0468473e-e690-4c77-befb-ffe581acd3d2","85227a9b-421e-4bea-8603-df4e04561cc8","Warehouse-West","746","28","47","65","2026-01-30 19:48:18","2025-09-18 16:14:24","2025-09-18 16:14:24"
"048f4fcc-3481-411b-a6e2-28911e89b102","eb53fbef-fc1d-4590-a2a1-aa64da414efc","Warehouse-Central","178","43","47","143","2026-01-30 19:52:18","2025-02-03 07:22:27","2025-02-03 07:22:27"
"0492b620-75a9-45e2-b050-b3ec3dd503cc","73ad4f04-6618-4889-89fd-419bc981bce6","Warehouse-Central","307","2","22","125","2026-01-30 19:50:45","2026-01-18 21:03:04","2026-01-18 21:03:04"
"04b60f09-378e-4865-904f-ef2c2272ea64","3b438179-7e94-45df-b401-463213ddab7c","Warehouse-Central","684","36","22","55","2026-01-30 19:50:06","2025-10-01 06:16:42","2025-10-01 06:16:42"
"04c6894b-91be-42b1-a7b4-95af46fcfad1","c31a61fb-71f7-4f5f-a82b-1859a088bc0f","Warehouse-East","204","3","32","81","2026-01-30 19:51:48","2025-11-07 16:22:18","2025-11-07 16:22:18"
"04c9649f-6f98-4411-85d8-41153f36c5c4","fcc002d6-87aa-4ced-b10c-d07990dad6a4","Warehouse-West","97","43","50","79","2026-01-30 19:48:40","2025-04-30 18:49:23","2025-04-30 18:49:23"
"04d9e193-20ee-4fd9-8835-dd9e5fdd7841","1c0e4048-ae29-45f7-833d-a977a9f2ee39","Warehouse-West","236","26","15","180","2026-01-30 19:52:31","2026-01-14 21:37:48","2026-01-14 21:37:48"
"04e2cb90-9438-43ff-8aa9-6436a99ba9ad","20d9c8cb-b965-46c7-b791-99aecce4103f","Warehouse-Central","384","7","12","79","2026-01-30 19:53:14","2025-08-09 00:21:01","2025-08-09 00:21:01"
"04e4d87c-9cc3-43fe-b8fa-ae8cb9c9947d","3403a46a-b740-4cab-a804-d1e049c86d71","Warehouse-East","523","16","34","64","2026-01-30 19:51:08","2025-02-14 06:14:56","2025-02-14 06:14:56"
"04ebf8eb-8ae1-4e09-a9d9-75019ac8b1ff","70099e44-c8c3-49ac-93d6-05ddcafcaad0","Warehouse-Central","274","2","45","107","2026-01-30 19:48:31","2025-06-10 04:58:38","2025-06-10 04:58:38"
"04ece4df-63a8-4233-82d0-60cd70b06a96","6b3ea2db-9a03-47e2-90e8-2bd2ba897988","Warehouse-Central","29","1","32","79","2026-01-30 19:48:15","2025-10-19 03:48:54","2025-10-19 03:48:54"
"04ee7f04-b8c8-429b-90ff-ddeb770bc9cb","cc3ec1a1-91c6-4cd6-8a67-595b231a28fe","Warehouse-East","441","23","38","70","2026-01-30 19:51:01","2025-02-11 04:21:56","2025-02-11 04:21:56"
"04f9da32-8e1f-473f-9bd5-3f93e7e3db6f","b9f905d1-e480-4542-947b-bd82d5a1127c","Warehouse-East","520","42","48","170","2026-01-30 19:50:06","2025-02-01 07:19:03","2025-02-01 07:19:03"
"04fbe6f9-fe7c-47ba-8fcb-3aea935d712b","db1d35dc-7890-412c-bf65-343de53b5463","Warehouse-West","889","35","28","66","2026-01-30 19:48:52","2025-11-30 23:54:02","2025-11-30 23:54:02"
"050b75d9-b597-41d1-9c3c-d494e00da00c","1eba672c-dc65-4f8b-ba14-b51f506b57db","Warehouse-West","806","13","21","188","2026-01-30 19:51:21","2025-06-28 00:58:01","2025-06-28 00:58:01"
"051382a0-c048-4bd7-883c-56b2ef4dec7f","8d89c004-19d7-4bea-98c3-edc73fb26def","Warehouse-Central","337","17","10","85","2026-01-30 19:51:41","2025-03-31 14:36:47","2025-03-31 14:36:47"
"05218ed4-cea8-4eb9-a3c6-7f72cd80c5e5","94bfba2b-b8bc-4e65-b03f-5b992f7e313d","Warehouse-East","165","19","49","128","2026-01-30 19:48:22","2025-11-18 13:11:30","2025-11-18 13:11:30"
"052b2d14-5784-44ed-833c-7409932adaaa","18652a82-a9d4-4fbe-bdb7-6f417eca0591","Warehouse-West","686","25","14","197","2026-01-30 19:52:30","2025-05-18 02:59:04","2025-05-18 02:59:04"
"05321fbe-31ee-4867-be89-c568fc066d6a","b1973165-c697-4649-9ac8-e8c3408be753","Warehouse-Central","852","37","47","149","2026-01-30 19:51:33","2025-07-12 07:37:56","2025-07-12 07:37:56"
"05382080-4d03-4f7e-90e9-2998eb542398","df29c608-4304-4c53-90be-d6d77b8e9cc6","Warehouse-West","539","7","19","182","2026-01-30 19:52:56","2025-08-30 12:58:19","2025-08-30 12:58:19"
"0538601c-1289-410a-8fd0-3c8007ff3ec7","7b069c98-200e-4be2-8530-14333f172bf0","Warehouse-East","608","43","23","144","2026-01-30 19:47:56","2025-10-05 10:09:01","2025-10-05 10:09:01"
"05450681-22c5-467f-941f-34db6178fceb","b83e45b7-9223-400f-a956-cf2f680e6822","Warehouse-East","628","15","29","130","2026-01-30 19:49:07","2025-10-13 21:47:38","2025-10-13 21:47:38"
"054faa2a-3312-45d5-8015-a7262fb75344","75d1a1a0-1c50-4302-9426-1bbd6c871d2f","Warehouse-East","338","3","25","183","2026-01-30 19:49:36","2025-12-11 03:16:11","2025-12-11 03:16:11"
"05600cc9-c552-42bb-9714-5fa6e2e762e9","e78c55bb-474d-4c6a-8a6c-6e9956712343","Warehouse-Central","641","28","31","159","2026-01-30 19:51:57","2025-03-25 16:41:06","2025-03-25 16:41:06"
"0563a867-0ea0-4199-b74c-5a4bcb203b29","6380be44-0797-46e6-8438-0f32c1bd49cd","Warehouse-East","35","21","12","178","2026-01-30 19:51:44","2025-03-29 20:58:38","2025-03-29 20:58:38"
"056848b8-bc40-4d82-b0d1-b915d3cdce73","bec571e9-fcb3-4963-890c-61d5436f5067","Warehouse-West","720","44","46","189","2026-01-30 19:49:27","2025-05-14 01:27:58","2025-05-14 01:27:58"
"056b47a3-1831-48cf-a9b4-cbf0d2cf7d55","833a7f79-880e-4a17-99f3-ea823fd76862","Warehouse-West","159","31","27","113","2026-01-30 19:53:17","2025-10-24 20:13:16","2025-10-24 20:13:16"
"05719859-8815-4bc0-8cfa-a05897264c14","dec9b811-5fc7-462c-9ad6-3ea6e368ffa4","Warehouse-West","38","30","34","123","2026-01-30 19:47:53","2025-06-25 03:16:59","2025-06-25 03:16:59"
"05765130-688d-4c5d-807a-b58a2f68961f","94b7845f-aae6-4f34-9728-f49db56f6797","Warehouse-East","342","31","10","164","2026-01-30 19:53:39","2026-01-01 09:35:45","2026-01-01 09:35:45"
"05815a16-d196-4f0e-a4b2-2236f501bbfa","336a880c-6535-4a92-89ac-2b1abf9d60db","Warehouse-Central","960","41","48","93","2026-01-30 19:53:27","2025-05-01 04:32:20","2025-05-01 04:32:20"
"0588bdc2-3e8a-4776-acde-d1790fcbab35","49a56f43-0bfa-4223-8a00-c12ef924460a","Warehouse-Central","352","20","49","190","2026-01-30 19:47:50","2025-12-03 20:57:57","2025-12-03 20:57:57"
"059d26c0-9522-4f58-83ab-72a0cae76113","15bc33bc-b196-4c40-ae06-7a87e82f2128","Warehouse-West","147","11","12","183","2026-01-30 19:48:47","2025-09-24 07:46:44","2025-09-24 07:46:44"
"05a89031-437d-412f-9a71-de48dab3b468","bdbbcd5a-b4b8-4cc0-97b2-26b0b707be27","Warehouse-East","763","46","28","154","2026-01-30 19:48:45","2025-02-04 01:44:41","2025-02-04 01:44:41"
"05adce22-4f8e-4794-a642-149e9c3da5ec","dfa37f3a-17e2-4c3c-a0b8-c62c58a8cfdf","Warehouse-West","218","41","48","163","2026-01-30 19:47:53","2025-03-23 02:02:06","2025-03-23 02:02:06"
